30.4;0.00128
30.43;0.00163
30.45;0.00181
30.48;0.00198
30.5;0.00198
30.53;0.00216
30.55;0.00216
30.58;0.00216
30.6;0.00198
30.63;0.00199
30.65;0.00182
30.68;0.00147
30.7;0.0013
30.73;0.00114
30.75;0.00079
30.78;0.00062
30.8;0.00027
30.83;0.0001
30.85;-0.00008
30.88;-0.00007
30.9;-0.00025
30.93;-0.00026
30.95;-0.00008
30.98;-0.00009
31;0.00009
31.03;0.00025
31.05;0.0006
31.08;0.00077
31.1;0.00094
31.13;0.00129
31.15;0.00146
31.18;0.00163
31.2;0.00181
31.23;0.00198
31.25;0.00198
31.28;0.00216
31.3;0.00216
31.33;0.00216
31.35;0.00199
31.38;0.00182
31.4;0.00165
31.43;0.00147
31.45;0.0013
31.48;0.00113
31.5;0.00096
31.53;0.00061
31.55;0.00044
31.58;0.00027
31.6;0.0001
31.63;-0.00008
31.65;-0.00008
31.68;-0.00008
31.7;-0.00009
31.73;0.00009
31.75;0.00026
31.78;0.00043
31.8;0.0006
31.83;0.00094
31.85;0.00129
31.88;0.00146
31.9;0.00163
31.93;0.00198
31.95;0.00198
31.98;0.00216
32;0.00216
32.03;0.00216
32.05;0.00216
32.08;0.00216
32.1;0.00199
32.13;0.00182
32.15;0.00165
32.18;0.00148
32.2;0.00113
32.23;0.00096
32.25;0.00061
32.28;0.00044
32.3;0.00027
32.33;0.00009
32.35;0.0001
32.38;-0.00009
32.4;0.00009
32.43;0.00009
32.45;0.00026
32.48;0.00043
32.5;0.0006
32.53;0.00077
32.55;0.00095
32.58;0.00112
32.6;0.00128
32.63;0.00164
32.65;0.00163
32.68;0.00181
32.7;0.00198
32.73;0.00198
32.75;0.00198
32.78;0.00198
32.8;0.00199
32.83;0.00182
32.85;0.00164
32.88;0.00165
32.9;0.00147
32.93;0.0013
32.95;0.00113
32.98;0.00096
33;0.00079
33.03;0.00061
33.05;0.00044
33.08;0.00026
33.1;0.00027
33.13;0.00009
33.15;0.00009
33.18;0.00026
33.2;0.00026
33.23;0.00044
33.25;0.00043
33.28;0.0006
33.3;0.00077
33.33;0.00095
33.35;0.00112
33.38;0.00129
33.4;0.00146
33.43;0.00163
33.45;0.00181
33.48;0.00181
33.5;0.00181
33.53;0.00181
33.55;0.00181
33.58;0.00182
33.6;0.00165
33.63;0.00147
33.65;0.0013
33.68;0.00113
33.7;0.00096
33.73;0.00079
33.75;0.00061
33.78;0.00044
33.8;0.00026
33.83;0.00027
33.85;0.00009
33.88;0.00009
33.9;0.00009
33.93;0.00009
33.95;0.00009
33.98;0.00026
34;0.00043
34.03;0.00061
34.05;0.0006
34.08;0.00077
34.1;0.00095
34.13;0.00112
34.15;0.00129
34.18;0.00146
34.2;0.00163
34.23;0.00181
34.25;0.00181
34.28;0.00182
34.3;0.00164
34.33;0.00165
34.35;0.00147
34.38;0.0013
34.4;0.00113
34.43;0.00096
34.45;0.00079
34.48;0.00061
34.5;0.00044
34.53;0.00044
34.55;0.00027
34.58;0.00009
34.6;0.00009
34.63;0.00009
34.65;0.00009
34.68;0.00026
34.7;0.00026
34.73;0.00026
34.75;0.00043
34.78;0.0006
34.8;0.00077
34.83;0.00095
34.85;0.00112
34.88;0.00129
34.9;0.00147
34.93;0.00146
34.95;0.00164
34.98;0.00164
35;0.00164
35.03;0.00164
35.05;0.00164
35.08;0.00165
35.1;0.00147
